fbid,mother_tongue,locality,occupation,age,pages_liked_1,pages_liked_2,pages_liked_3,gender,marital_status,education_school,education_college
100844,Chinese,de_DE,Mechanical Engineer,35,Narendra Modi,MS Dhoni,Vidyamandir Classes,F,Married,Mount Carmel,Delhi technological University
100845,Hindi,eu_ES,Computer Engineer,29,Terrible Tiny Tales,A.P.J Abdul Kalam,J.K Rowling,M,Married,Mount Carmel,Delhi technological University
100846,Spanish,ca_ES,Civil Engineer,35,J.K Rowling,MS Dhoni,Silicon Valley,F,single,Neo Convent,Maharaja Surajmal
100847,Hindi,cs_CZ,Mechanical Engineer,40,Vidyamandir Classes,A.P.J Abdul Kalam,J.K Rowling,M,single,Indraprastha School,CMU
100848,Portugese,es_LA,General Physician,37,J.K Rowling,Mitacs Globalink,MS Dhoni,F,single,Mount Carmel,CMU
100849,Hindi,cy_GB,Civil Engineer,21,Disha Patani,Vidyamandir Classes,Narendra Modi,M,single,Mount Carmel,Maharaja Surajmal
100850,Hindi,en_UD,Neurologist,34,Disha Patani,Vidyamandir Classes,Mitacs Globalink,M,Married,Oxford School,MIT
100851,Chinese,en_US,Civil Engineer,23,Mitacs Globalink,A.P.J Abdul Kalam,J.K Rowling,M,single,Mount Carmel,Maharaja Surajmal
100852,Hindi,gn_PY,Dentist,40,J.K Rowling,Mitacs Globalink,Vidyamandir Classes,M,single,Neo Convent,CMU
100853,English,en_UD,Mechanical Engineer,30,Shopmania,Vidyamandir Classes,A.P.J Abdul Kalam,F,single,Indraprastha School,CMU
100854,English,cy_GB,Mechanical Engineer,28,Vidyamandir Classes,J.K Rowling,MS Dhoni,M,single,Mount Carmel,CMU
100855,German,en_UD,Dentist,22,Shopmania,Mitacs Globalink,Silicon Valley,M,single,Mount Carmel,MIT
100856,English,en_US,Neurologist,35,Vidyamandir Classes,MS Dhoni,A.P.J Abdul Kalam,M,Married,Mount Carmel,Maharaja Surajmal
100857,Spanish,en_US,Computer Engineer,24,J.K Rowling,A.P.J Abdul Kalam,Terrible Tiny Tales,F,single,DPS,Delhi technological University
100858,German,eu_ES,Mechanical Engineer,23,Silicon Valley,Shopmania,Vidyamandir Classes,M,single,Indraprastha School,MIT
100859,Spanish,de_DE,Computer Engineer,31,Silicon Valley,J.K Rowling,Mitacs Globalink,M,Married,DPS,Amity
100860,German,es_LA,Mechanical Engineer,23,Mitacs Globalink,Narendra Modi,Terrible Tiny Tales,M,single,DPS,MIT
100861,Spanish,eu_ES,Civil Engineer,31,MS Dhoni,Narendra Modi,Mitacs Globalink,M,Married,Neo Convent,Maharaja Surajmal
100862,Spanish,cy_GB,General Physician,23,J.K Rowling,Mitacs Globalink,Shopmania,M,Married,Neo Convent,MIT
100863,English,de_DE,General Physician,33,Terrible Tiny Tales,Narendra Modi,Vidyamandir Classes,F,single,Mount Carmel,MIT
100864,German,gn_PY,Dentist,26,A.P.J Abdul Kalam,Silicon Valley,J.K Rowling,M,single,DPS,Maharaja Surajmal
100865,Chinese,en_US,Mechanical Engineer,24,Vidyamandir Classes,Terrible Tiny Tales,J.K Rowling,F,single,Oxford School,CMU
100866,Spanish,da_DK,Dentist,37,Terrible Tiny Tales,Disha Patani,MS Dhoni,F,single,Neo Convent,Amity
100867,Portugese,cs_CZ,Dentist,39,Disha Patani,J.K Rowling,A.P.J Abdul Kalam,F,Married,DPS,Delhi technological University
100868,German,da_DK,Dentist,21,Narendra Modi,J.K Rowling,Shopmania,M,single,Mount Carmel,Maharaja Surajmal
100869,German,da_DK,General Physician,32,MS Dhoni,A.P.J Abdul Kalam,Vidyamandir Classes,M,single,Neo Convent,Amity
100870,Portugese,ca_ES,Mechanical Engineer,21,Disha Patani,Vidyamandir Classes,Shopmania,M,single,Neo Convent,Delhi technological University
100871,English,de_DE,Computer Engineer,23,Disha Patani,MS Dhoni,Silicon Valley,M,single,Neo Convent,Maharaja Surajmal
100872,English,gn_PY,Neurologist,21,Disha Patani,Terrible Tiny Tales,J.K Rowling,F,Married,Indraprastha School,CMU
100873,Spanish,de_DE,Mechanical Engineer,23,Silicon Valley,Narendra Modi,Mitacs Globalink,F,single,DPS,MIT
100874,Portugese,gn_PY,Teacher,21,A.P.J Abdul Kalam,Disha Patani,Narendra Modi,F,single,Oxford School,Delhi technological University
100875,English,de_DE,Computer Engineer,22,J.K Rowling,MS Dhoni,Terrible Tiny Tales,F,Married,Indraprastha School,CMU
100876,English,es_LA,Teacher,20,J.K Rowling,Mitacs Globalink,Vidyamandir Classes,M,single,DPS,MIT
100877,English,da_DK,Computer Engineer,37,A.P.J Abdul Kalam,MS Dhoni,Vidyamandir Classes,F,single,Indraprastha School,CMU
100878,Spanish,es_ES,Mechanical Engineer,26,Vidyamandir Classes,Mitacs Globalink,Silicon Valley,M,single,Indraprastha School,Maharaja Surajmal
100879,Portugese,de_DE,Dentist,38,MS Dhoni,Silicon Valley,Shopmania,M,Married,Neo Convent,Delhi technological University
100880,Chinese,gn_PY,Teacher,35,Terrible Tiny Tales,MS Dhoni,Mitacs Globalink,F,single,DPS,MIT
100881,English,de_DE,Computer Engineer,25,Narendra Modi,Disha Patani,Shopmania,F,Married,Oxford School,MIT
100882,German,cs_CZ,Mechanical Engineer,23,A.P.J Abdul Kalam,MS Dhoni,Mitacs Globalink,M,single,Neo Convent,CMU
100883,Chinese,en_US,General Physician,30,MS Dhoni,Silicon Valley,Vidyamandir Classes,F,single,Neo Convent,Amity
100884,Chinese,ca_ES,General Physician,23,Narendra Modi,Vidyamandir Classes,Shopmania,M,single,Mount Carmel,Amity
100885,Spanish,en_US,Dentist,22,Mitacs Globalink,Silicon Valley,Narendra Modi,F,single,DPS,Amity
100886,English,gn_PY,Business Man,24,Shopmania,J.K Rowling,Silicon Valley,M,Married,Indraprastha School,MIT
100887,Spanish,es_LA,Business Man,31,J.K Rowling,Silicon Valley,Disha Patani,M,Married,Neo Convent,Maharaja Surajmal
100888,Hindi,de_DE,Dentist,29,J.K Rowling,Silicon Valley,MS Dhoni,F,single,Indraprastha School,MIT
100889,Spanish,cx_PH,Computer Engineer,24,J.K Rowling,Narendra Modi,MS Dhoni,M,single,DPS,CMU
100890,Hindi,en_US,Neurologist,39,Silicon Valley,A.P.J Abdul Kalam,Narendra Modi,F,single,Mount Carmel,Amity
100891,German,es_LA,Teacher,35,Mitacs Globalink,J.K Rowling,Silicon Valley,M,single,Neo Convent,MIT
100892,German,cy_GB,Dentist,28,Silicon Valley,Mitacs Globalink,MS Dhoni,M,Married,Indraprastha School,Amity
100893,English,da_DK,Civil Engineer,35,Vidyamandir Classes,A.P.J Abdul Kalam,Narendra Modi,M,Married,DPS,Maharaja Surajmal
100894,Chinese,en_UD,Teacher,36,Mitacs Globalink,Vidyamandir Classes,A.P.J Abdul Kalam,M,Married,Neo Convent,MIT
100895,Chinese,cx_PH,Mechanical Engineer,20,Shopmania,Disha Patani,A.P.J Abdul Kalam,F,Married,DPS,CMU
100896,Portugese,eu_ES,Mechanical Engineer,27,Narendra Modi,J.K Rowling,Shopmania,M,Married,Neo Convent,Delhi technological University
100897,Spanish,eu_ES,General Physician,33,Silicon Valley,Vidyamandir Classes,A.P.J Abdul Kalam,M,single,Mount Carmel,Maharaja Surajmal
100898,Spanish,es_ES,Dentist,37,Disha Patani,Terrible Tiny Tales,Narendra Modi,M,single,Indraprastha School,Delhi technological University
100899,Portugese,de_DE,Mechanical Engineer,40,Narendra Modi,Terrible Tiny Tales,MS Dhoni,M,single,Mount Carmel,CMU
100900,Spanish,eu_ES,Computer Engineer,38,Shopmania,Mitacs Globalink,Narendra Modi,M,single,Neo Convent,MIT
100901,Chinese,ca_ES,General Physician,20,Narendra Modi,J.K Rowling,Shopmania,M,single,Mount Carmel,Maharaja Surajmal
100902,Spanish,en_UD,Mechanical Engineer,22,Disha Patani,Silicon Valley,Mitacs Globalink,F,single,DPS,Amity
100903,English,ca_ES,Computer Engineer,23,Terrible Tiny Tales,J.K Rowling,Mitacs Globalink,M,Married,Indraprastha School,CMU
100904,Portugese,gn_PY,Computer Engineer,40,Silicon Valley,Mitacs Globalink,A.P.J Abdul Kalam,M,single,Indraprastha School,Delhi technological University
100905,Hindi,es_ES,Computer Engineer,39,Mitacs Globalink,Narendra Modi,MS Dhoni,F,single,Neo Convent,Amity
100906,Spanish,cy_GB,General Physician,34,Silicon Valley,Narendra Modi,MS Dhoni,M,single,Neo Convent,MIT
100907,English,eu_ES,Neurologist,23,Shopmania,MS Dhoni,Disha Patani,F,Married,Mount Carmel,Maharaja Surajmal
100908,Spanish,es_ES,Teacher,24,A.P.J Abdul Kalam,MS Dhoni,Vidyamandir Classes,M,Married,Oxford School,MIT
100909,English,es_ES,Neurologist,35,Disha Patani,A.P.J Abdul Kalam,MS Dhoni,F,Married,Indraprastha School,Delhi technological University
100910,Chinese,en_UD,Neurologist,35,Vidyamandir Classes,Narendra Modi,MS Dhoni,M,single,Oxford School,Amity
100911,German,cy_GB,Teacher,26,A.P.J Abdul Kalam,Disha Patani,Silicon Valley,M,Married,Mount Carmel,Maharaja Surajmal
100912,Spanish,en_US,Teacher,22,J.K Rowling,Terrible Tiny Tales,MS Dhoni,F,single,Oxford School,CMU
100913,German,es_LA,Business Man,24,MS Dhoni,Silicon Valley,Disha Patani,M,single,Neo Convent,CMU
100914,Hindi,ca_ES,Computer Engineer,29,Silicon Valley,Disha Patani,A.P.J Abdul Kalam,F,single,Oxford School,Maharaja Surajmal
100915,German,gn_PY,Teacher,25,MS Dhoni,Narendra Modi,Terrible Tiny Tales,F,single,Mount Carmel,MIT
100916,Hindi,eu_ES,Computer Engineer,29,MS Dhoni,Mitacs Globalink,Narendra Modi,F,single,Neo Convent,Amity
100917,German,en_US,Dentist,34,Narendra Modi,Vidyamandir Classes,J.K Rowling,F,Married,Indraprastha School,Amity
100918,Portugese,gn_PY,Dentist,26,Vidyamandir Classes,Silicon Valley,A.P.J Abdul Kalam,M,single,DPS,Maharaja Surajmal
100919,Spanish,es_ES,Computer Engineer,33,A.P.J Abdul Kalam,Terrible Tiny Tales,Silicon Valley,M,Married,Mount Carmel,MIT
100920,Hindi,en_US,Mechanical Engineer,24,J.K Rowling,Disha Patani,Mitacs Globalink,M,single,DPS,Delhi technological University
100921,Hindi,en_UD,Business Man,36,Narendra Modi,J.K Rowling,Vidyamandir Classes,M,single,Oxford School,CMU
100922,English,da_DK,General Physician,25,Vidyamandir Classes,Disha Patani,MS Dhoni,M,Married,DPS,Amity
100923,Chinese,es_ES,Mechanical Engineer,30,Mitacs Globalink,Narendra Modi,J.K Rowling,M,single,Mount Carmel,Maharaja Surajmal
100924,Spanish,eu_ES,Computer Engineer,33,Vidyamandir Classes,Terrible Tiny Tales,Narendra Modi,F,Married,DPS,Delhi technological University
100925,Spanish,gn_PY,Computer Engineer,22,J.K Rowling,Narendra Modi,Mitacs Globalink,M,single,Neo Convent,Amity
100926,Chinese,cs_CZ,Mechanical Engineer,32,Disha Patani,Terrible Tiny Tales,MS Dhoni,M,Married,Mount Carmel,Maharaja Surajmal
100927,English,gn_PY,Mechanical Engineer,31,J.K Rowling,A.P.J Abdul Kalam,Narendra Modi,M,single,Neo Convent,Maharaja Surajmal
100928,Spanish,cx_PH,Neurologist,28,A.P.J Abdul Kalam,J.K Rowling,Silicon Valley,M,Married,Oxford School,Amity
100929,English,da_DK,Business Man,31,Vidyamandir Classes,Mitacs Globalink,Terrible Tiny Tales,M,single,Oxford School,Maharaja Surajmal
100930,Chinese,en_UD,Dentist,38,Narendra Modi,Shopmania,Vidyamandir Classes,M,single,Neo Convent,Amity
100931,Hindi,cx_PH,Neurologist,28,Shopmania,Vidyamandir Classes,MS Dhoni,F,Married,Mount Carmel,Amity
100932,English,da_DK,Dentist,27,Vidyamandir Classes,Silicon Valley,Narendra Modi,M,Married,Mount Carmel,CMU
100933,Chinese,gn_PY,Business Man,29,Vidyamandir Classes,Disha Patani,Silicon Valley,M,single,Indraprastha School,MIT
100934,Portugese,da_DK,Business Man,40,Vidyamandir Classes,MS Dhoni,Disha Patani,F,single,Mount Carmel,Maharaja Surajmal
100935,Spanish,ca_ES,Business Man,24,Narendra Modi,Disha Patani,Terrible Tiny Tales,F,Married,Neo Convent,Amity
100936,Portugese,en_UD,Teacher,30,Disha Patani,Terrible Tiny Tales,A.P.J Abdul Kalam,M,Married,DPS,CMU
100937,Hindi,da_DK,Dentist,35,A.P.J Abdul Kalam,Terrible Tiny Tales,Vidyamandir Classes,F,Married,Oxford School,Maharaja Surajmal
100938,Portugese,cx_PH,Civil Engineer,24,MS Dhoni,Shopmania,Silicon Valley,F,single,Oxford School,CMU
100939,Hindi,es_ES,Neurologist,23,Narendra Modi,Terrible Tiny Tales,A.P.J Abdul Kalam,F,single,Oxford School,MIT
100940,Chinese,en_US,Business Man,20,Terrible Tiny Tales,Disha Patani,Narendra Modi,F,single,Indraprastha School,CMU
100941,Hindi,en_UD,Teacher,33,Shopmania,MS Dhoni,Disha Patani,M,single,Indraprastha School,CMU
100942,Hindi,da_DK,Civil Engineer,35,Mitacs Globalink,Narendra Modi,MS Dhoni,M,single,DPS,MIT
100943,English,de_DE,Neurologist,21,Vidyamandir Classes,Shopmania,Mitacs Globalink,F,single,Mount Carmel,Delhi technological University
100944,German,es_ES,General Physician,36,Silicon Valley,Shopmania,MS Dhoni,F,Married,Mount Carmel,MIT
100945,Hindi,en_UD,Neurologist,22,Shopmania,J.K Rowling,Silicon Valley,F,single,Mount Carmel,Amity
100946,Spanish,en_US,General Physician,23,J.K Rowling,Silicon Valley,MS Dhoni,F,Married,Neo Convent,MIT
100947,German,de_DE,Civil Engineer,20,A.P.J Abdul Kalam,Disha Patani,Shopmania,F,Married,Neo Convent,Delhi technological University
100948,English,en_UD,Dentist,38,Silicon Valley,A.P.J Abdul Kalam,MS Dhoni,M,single,Oxford School,Delhi technological University
100949,Hindi,cs_CZ,Business Man,34,MS Dhoni,Narendra Modi,Disha Patani,F,single,Oxford School,Maharaja Surajmal
100950,English,en_US,Neurologist,37,Disha Patani,Narendra Modi,Shopmania,F,Married,Neo Convent,MIT
100951,English,ca_ES,Mechanical Engineer,24,Mitacs Globalink,Narendra Modi,Disha Patani,M,Married,DPS,MIT
100952,Portugese,de_DE,Civil Engineer,37,Narendra Modi,A.P.J Abdul Kalam,Terrible Tiny Tales,F,Married,Neo Convent,CMU
100953,Portugese,de_DE,Neurologist,26,MS Dhoni,A.P.J Abdul Kalam,Mitacs Globalink,F,single,Indraprastha School,Delhi technological University
100954,Spanish,eu_ES,Teacher,32,Mitacs Globalink,Terrible Tiny Tales,J.K Rowling,F,Married,Oxford School,Amity
100955,Spanish,cy_GB,Dentist,30,MS Dhoni,Narendra Modi,Terrible Tiny Tales,M,Married,Indraprastha School,CMU
100956,English,gn_PY,Neurologist,20,Narendra Modi,Mitacs Globalink,Silicon Valley,F,Married,Indraprastha School,CMU
100957,German,cx_PH,General Physician,30,J.K Rowling,Narendra Modi,A.P.J Abdul Kalam,F,single,Oxford School,Maharaja Surajmal
100958,Hindi,eu_ES,Civil Engineer,36,Silicon Valley,Shopmania,Terrible Tiny Tales,F,single,Neo Convent,Amity
100959,German,de_DE,Business Man,31,Shopmania,Mitacs Globalink,A.P.J Abdul Kalam,F,Married,Oxford School,CMU
100960,English,gn_PY,Dentist,30,A.P.J Abdul Kalam,MS Dhoni,Vidyamandir Classes,M,Married,Neo Convent,MIT
100961,English,ca_ES,Neurologist,26,MS Dhoni,Terrible Tiny Tales,A.P.J Abdul Kalam,M,Married,Oxford School,MIT
100962,German,en_UD,Civil Engineer,22,Terrible Tiny Tales,Mitacs Globalink,Silicon Valley,M,single,Neo Convent,MIT
100963,Portugese,en_US,Teacher,25,Vidyamandir Classes,Narendra Modi,J.K Rowling,F,single,Indraprastha School,CMU
100964,Chinese,en_UD,Business Man,32,Narendra Modi,J.K Rowling,Shopmania,F,single,Oxford School,Delhi technological University
100965,English,cs_CZ,Mechanical Engineer,20,MS Dhoni,Disha Patani,Silicon Valley,F,single,Indraprastha School,Maharaja Surajmal
100966,Spanish,eu_ES,Computer Engineer,31,A.P.J Abdul Kalam,J.K Rowling,Shopmania,M,single,Oxford School,Amity
100967,Chinese,cy_GB,General Physician,24,A.P.J Abdul Kalam,Vidyamandir Classes,Disha Patani,F,Married,Oxford School,Maharaja Surajmal
100968,Spanish,en_UD,General Physician,40,A.P.J Abdul Kalam,Silicon Valley,J.K Rowling,F,single,Mount Carmel,CMU
100969,German,cx_PH,Neurologist,32,MS Dhoni,Mitacs Globalink,Disha Patani,M,single,Oxford School,CMU
100970,Chinese,ca_ES,Computer Engineer,28,J.K Rowling,Silicon Valley,Mitacs Globalink,F,single,Neo Convent,MIT
100971,English,en_UD,General Physician,40,Terrible Tiny Tales,Narendra Modi,MS Dhoni,M,Married,Indraprastha School,Delhi technological University
100972,Chinese,cy_GB,Dentist,37,MS Dhoni,Narendra Modi,Disha Patani,F,Married,Oxford School,Delhi technological University
100973,German,eu_ES,Mechanical Engineer,39,Silicon Valley,Narendra Modi,Terrible Tiny Tales,M,Married,Neo Convent,Amity
100974,Spanish,es_ES,Mechanical Engineer,36,Shopmania,A.P.J Abdul Kalam,Narendra Modi,M,Married,Neo Convent,Delhi technological University
100975,Spanish,cy_GB,Dentist,30,MS Dhoni,Disha Patani,Silicon Valley,F,single,Mount Carmel,CMU
100976,Spanish,cx_PH,Computer Engineer,39,Terrible Tiny Tales,J.K Rowling,Narendra Modi,F,single,Neo Convent,Maharaja Surajmal
100977,Spanish,de_DE,General Physician,31,Vidyamandir Classes,MS Dhoni,Narendra Modi,M,Married,DPS,MIT
100978,Spanish,cs_CZ,Dentist,38,J.K Rowling,Shopmania,A.P.J Abdul Kalam,M,Married,Mount Carmel,MIT
100979,Portugese,de_DE,Mechanical Engineer,36,Shopmania,J.K Rowling,Narendra Modi,F,Married,Mount Carmel,Maharaja Surajmal
100980,Hindi,eu_ES,General Physician,24,Narendra Modi,Shopmania,Silicon Valley,M,Married,Oxford School,CMU
100981,Chinese,eu_ES,Computer Engineer,23,Vidyamandir Classes,Mitacs Globalink,Narendra Modi,M,single,Indraprastha School,MIT
100982,Spanish,gn_PY,Civil Engineer,40,MS Dhoni,Silicon Valley,Disha Patani,M,single,Neo Convent,Maharaja Surajmal
100983,English,ca_ES,Business Man,20,Mitacs Globalink,Terrible Tiny Tales,Vidyamandir Classes,M,single,Mount Carmel,Maharaja Surajmal
100984,Portugese,ca_ES,Dentist,39,Mitacs Globalink,A.P.J Abdul Kalam,Shopmania,M,single,Mount Carmel,CMU
100985,Hindi,eu_ES,Business Man,38,Vidyamandir Classes,Narendra Modi,A.P.J Abdul Kalam,M,Married,Oxford School,Maharaja Surajmal
100986,Chinese,cs_CZ,Computer Engineer,34,J.K Rowling,Shopmania,Disha Patani,M,Married,DPS,Delhi technological University
100987,Spanish,gn_PY,Civil Engineer,29,Disha Patani,Silicon Valley,MS Dhoni,M,Married,Oxford School,Amity
100988,English,es_LA,Business Man,21,Terrible Tiny Tales,J.K Rowling,A.P.J Abdul Kalam,F,Married,Oxford School,Amity
100989,Spanish,gn_PY,Civil Engineer,40,A.P.J Abdul Kalam,MS Dhoni,Silicon Valley,M,single,DPS,MIT
100990,Hindi,cs_CZ,Dentist,23,J.K Rowling,Terrible Tiny Tales,Disha Patani,F,single,Neo Convent,Maharaja Surajmal
100991,German,da_DK,Computer Engineer,21,Terrible Tiny Tales,Silicon Valley,Disha Patani,M,Married,Indraprastha School,Delhi technological University
100992,Spanish,cx_PH,Teacher,25,Mitacs Globalink,Narendra Modi,Terrible Tiny Tales,M,Married,Neo Convent,Amity
100993,English,es_ES,Computer Engineer,35,J.K Rowling,MS Dhoni,Silicon Valley,M,single,Neo Convent,Delhi technological University
100994,Chinese,ca_ES,Dentist,35,A.P.J Abdul Kalam,Silicon Valley,Shopmania,F,Married,Oxford School,Amity
100995,Spanish,es_ES,Mechanical Engineer,23,A.P.J Abdul Kalam,Shopmania,Narendra Modi,F,Married,Oxford School,Amity
100996,Hindi,de_DE,General Physician,23,Shopmania,Mitacs Globalink,Vidyamandir Classes,F,single,Mount Carmel,MIT
100997,Spanish,eu_ES,Computer Engineer,27,A.P.J Abdul Kalam,Disha Patani,Narendra Modi,F,single,Mount Carmel,Delhi technological University
100998,English,cs_CZ,Computer Engineer,22,Disha Patani,J.K Rowling,Shopmania,M,Married,DPS,CMU
100999,Hindi,eu_ES,Teacher,31,Disha Patani,Mitacs Globalink,Narendra Modi,M,Married,DPS,MIT
